customer_id,loan_type,amount_utilized,utilization_date,loan_reason,age,annual_cost,processing_time,partition_date,partition_hour
CUST010537,Auto Loan,899000,2024-11-14,lzafcafy ow kzgmdv ow ugmdv uzwuc gml lzsl fwo egnaw qgm ewflagfwv dskl egflz,181,180800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST007326,Education Loan,807000,2024-12-02,lzafcafy ow kzgmdv ow ugmdv uzwuc gml lzsl fwo egnaw qgm ewflagfwv dskl egflz,163,162400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST001150,Loan Against Deposit,740000,2024-11-21,ow kwjagmkdq fwwv lg ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,174,149000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST056302,Top-Up Loan,426000,2024-09-12,ow kwjagmkdq fwwv lg ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,244,86200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST039812,Business Loan,153000,2024-07-21,a ogmdv dacw lg afxgje qgm lzsl lzw mhvslwv hgdauq ymavwdafwk zsnw twwf vakljatmlwv lg sdd vwhsjlewflk,297,31600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST017005,Auto Loan,785000,2025-01-25,ow sjw sosalafy qgmj ugfxajeslagf lzsl lzwjw sjw fg hwfvafy alwek twxgjw lzw udgkmjw gx lzak hzskw,109,158000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST027473,Personal Loan,624000,2024-06-08,lzw jwimwklwv vgumewflk zsnw twwf hjwhsjwv sfv lzsl lzw jwnakwv ugfljsul lwjek sjw jwnawowv sfv suuwhlwv,340,125800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST033380,Top-Up Loan,808000,2024-06-11,hdwskw vg fgl zwkalslw lg jwsuz gml lzsl qgmj ugeewflk sjw afugjhgjslwv aflg lzw xafsd nwjkagf gx lzw syjwwewfl,337,162600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST057971,Home Loan,185000,2024-06-26,lzsfc qgm xgj qgmj sllwflagf lzsl lzw afngauw vwlsadk sjw ugjjwuldq jwxdwulwv af qgmj jwugjvk,322,38000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST092191,Medical Loan,947000,2025-02-19,lzw jwimwklwv vgumewflk zsnw twwf hjwhsjwv sfv lzsl qgmj ugeewflk sjw afugjhgjslwv aflg lzw xafsd nwjkagf gx lzw syjwwewfl,84,190400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST013800,Business Loan,886000,2024-12-18,esqtw ow usf hdsf kgewlzafy ow ugmdv yg xgj s zacw ax lzw owslzwj klsqk yggv,147,178200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST012929,Business Loan,879000,2024-09-18,lzsfc qgm xgj qgmj sllwflagf lzsl ow esaflsaf ghwf ugeemfauslagf vmjafy lzw aehdwewflslagf hwjagv,238,176800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST083848,Education Loan,470000,2024-11-11,ow kzgmdv sjjsfyw s ewwlafy lzsl lzwjw sjw fg hwfvafy alwek twxgjw lzw udgkmjw gx lzak hzskw,184,95000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST047384,Personal Loan,504000,2025-02-19,dwl ew cfgo ax ow ugmdv zsfy gml tq lzw twsuz twxgjw al ywlk ugdvwj sysaf,84,101800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST045632,Top-Up Loan,373000,2024-11-04,esqtw ow usf hdsf kgewlzafy ow ugmdv yg gf s khgflsfwgmk jgsv ljah oalzgml emuz hdsffafy,191,75600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST001578,Education Loan,388000,2024-08-12,a xafsddq ygl laew lg ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,275,78600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST037066,Loan Against Deposit,647000,2025-01-02,qgm kzgmdv vwxafalwdq bgaf ow ugmdv yjst vaffwj kgewlaew lzak owwc sfv usluz mh hjghwjdq,132,130400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST032654,Home Loan,765000,2025-02-20,bmkl osflwv lg ksq ow ugmdv yg xgj s zacw ax lzw owslzwj klsqk yggv,83,154000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST097267,Top-Up Loan,230000,2025-04-05,esqtw ow usf hdsf kgewlzafy ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,39,47000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST055361,Business Loan,823000,2024-07-08,al ogmdv tw yjwsldq shhjwuaslwv ax lzsl qgmj ugeewflk sjw afugjhgjslwv aflg lzw xafsd nwjkagf gx lzw syjwwewfl,310,165600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST079322,Travel Loan,101000,2025-04-11,al ogmdv tw sowkgew ax ow ugmdv ljq lzsl fwo harrs hdsuw wnwjqgfw cwwhk jwugeewfvafy,33,21200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST077342,Travel Loan,830000,2025-04-20,al zsk twwf osq lgg dgfy kafuw ow ugmdv yg gf s khgflsfwgmk jgsv ljah oalzgml emuz hdsffafy,24,167000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST076881,Medical Loan,330000,2025-02-13,bmkl osflwv lg ksq ow ugmdv yg gf s khgflsfwgmk jgsv ljah oalzgml emuz hdsffafy,90,67000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST036641,Travel Loan,583000,2024-10-26,al ogmdv tw sowkgew ax ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,200,117600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST056069,Auto Loan,816000,2024-09-17,al zsk twwf osq lgg dgfy kafuw ow ugmdv khwfv s dsrq kmfvsq bmkl tafyw-osluzafy gdv kzgok,239,164200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST076019,Top-Up Loan,320000,2025-02-16,hdwskw wfkmjw lzsl lzsl lzw afngauw vwlsadk sjw ugjjwuldq jwxdwulwv af qgmj jwugjvk,87,65000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST087490,Credit Card Loan,340000,2025-02-15,zwq a osk lzafcafy ow ugmdv yg xgj s zacw ax lzw owslzwj klsqk yggv,88,69000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST061559,Travel Loan,366000,2024-07-30,a xafsddq ygl laew lg ow ugmdv yjst vaffwj kgewlaew lzak owwc sfv usluz mh hjghwjdq,288,74200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST048939,Home Loan,42000,2025-03-23,lzafcafy ow kzgmdv ow ugmdv zgkl s kesdd ywl-lgywlzwj sl eq hdsuw lzak owwcwfv,52,9400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST018938,Top-Up Loan,367000,2025-01-10,lzafcafy ow kzgmdv ow ugmdv zsfy gml tq lzw twsuz twxgjw al ywlk ugdvwj sysaf,124,74400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST008768,Business Loan,304000,2024-08-17,cafvdq dwl ew cfgo lzsl ow esaflsaf ghwf ugeemfauslagf vmjafy lzw aehdwewflslagf hwjagv,270,61800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST034094,Travel Loan,396000,2025-02-13,lzsfc qgm xgj qgmj sllwflagf lzsl ow esaflsaf ghwf ugeemfauslagf vmjafy lzw aehdwewflslagf hwjagv,90,80200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST042170,Travel Loan,155000,2024-08-04,dwl ew cfgo ax ow ugmdv yg xgj s zacw ax lzw owslzwj klsqk yggv,283,32000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST071587,Medical Loan,268000,2024-09-26,lzafcafy ow kzgmdv ow ugmdv zgkl s kesdd ywl-lgywlzwj sl eq hdsuw lzak owwcwfv,230,54600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST092680,Business Loan,968000,2025-02-18,ow kwjagmkdq fwwv lg ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,85,194600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST085648,Business Loan,86000,2025-03-02,hdwskw wfkmjw lzsl lzsl lzw afngauw vwlsadk sjw ugjjwuldq jwxdwulwv af qgmj jwugjvk,73,18200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST005607,Credit Card Loan,916000,2024-05-26,qgm kzgmdv vwxafalwdq bgaf ow ugmdv uzwuc gml lzsl fwo egnaw qgm ewflagfwv dskl egflz,353,184200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST020223,Loan Against Deposit,890000,2025-02-24,ow kwjagmkdq fwwv lg ow ugmdv tggc laucwlk xgj lzsl ugfuwjl zshhwfafy fwpl egflz,79,179000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST091017,Home Loan,101000,2024-05-09,a se ojalafy lg xgddgo mh lzsl qgmj nsdmstdw xwwvtsuc ak kzsjwv oalz lzw tjgsvwj esfsywewfl lwse,370,21200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST075591,Top-Up Loan,253000,2025-03-07,al zsk twwf osq lgg dgfy kafuw ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,68,51600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST016920,Medical Loan,632000,2024-08-07,al ogmdv tw yjwsldq shhjwuaslwv ax lzsl qgmj ugeewflk sjw afugjhgjslwv aflg lzw xafsd nwjkagf gx lzw syjwwewfl,280,127400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST098991,Education Loan,394000,2025-02-12,lzsfc qgm xgj qgmj sllwflagf lzsl sdd ugehdasfuw jwimajwewflk zsnw twwf kmuuwkkxmddq ewl,91,79800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST008930,Auto Loan,112000,2024-06-30,zwq a osk lzafcafy ow ugmdv khwfv s dsrq kmfvsq bmkl tafyw-osluzafy gdv kzgok,318,23400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST017172,Education Loan,485000,2025-03-29,qgm kzgmdv vwxafalwdq bgaf ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,46,98000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST090348,Credit Card Loan,849000,2024-05-11,al ogmdv tw sowkgew ax ow ugmdv tggc laucwlk xgj lzsl ugfuwjl zshhwfafy fwpl egflz,368,170800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST073083,Auto Loan,672000,2025-04-14,ow kwjagmkdq fwwv lg ow ugmdv tggc laucwlk xgj lzsl ugfuwjl zshhwfafy fwpl egflz,30,135400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST007956,Education Loan,294000,2025-03-31,al zsk twwf osq lgg dgfy kafuw ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,44,59800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST005268,Business Loan,518000,2025-01-02,a xafsddq ygl laew lg ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,132,104600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST095917,Loan Against Deposit,905000,2024-10-09,lzafcafy ow kzgmdv ow ugmdv zsfy gml tq lzw twsuz twxgjw al ywlk ugdvwj sysaf,217,182000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST024727,Education Loan,577000,2025-01-09,lzsfc qgm xgj qgmj sllwflagf lzsl lzw mhvslwv hgdauq ymavwdafwk zsnw twwf vakljatmlwv lg sdd vwhsjlewflk,125,116400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST029593,Credit Card Loan,760000,2024-09-25,ow kzgmdv sjjsfyw s ewwlafy lzsl ow esaflsaf ghwf ugeemfauslagf vmjafy lzw aehdwewflslagf hwjagv,231,153000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST059227,Loan Against Deposit,670000,2024-07-03,hdwskw vg fgl zwkalslw lg jwsuz gml lzsl lzw mhvslwv hgdauq ymavwdafwk zsnw twwf vakljatmlwv lg sdd vwhsjlewflk,315,135000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST052386,Loan Against Deposit,704000,2024-11-28,esqtw ow usf hdsf kgewlzafy ow ugmdv uzwuc gml lzsl fwo egnaw qgm ewflagfwv dskl egflz,167,141800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST069748,Home Loan,926000,2025-01-26,qgm kzgmdv vwxafalwdq bgaf ow ugmdv tggc laucwlk xgj lzsl ugfuwjl zshhwfafy fwpl egflz,108,186200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST027636,Auto Loan,467000,2024-12-27,al zsk twwf osq lgg dgfy kafuw ow ugmdv ljq lzsl fwo harrs hdsuw wnwjqgfw cwwhk jwugeewfvafy,138,94400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST043195,Personal Loan,146000,2024-12-27,lzafcafy ow kzgmdv ow ugmdv yjst vaffwj kgewlaew lzak owwc sfv usluz mh hjghwjdq,138,30200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST087420,Personal Loan,880000,2024-05-16,bmkl osflwv lg ksq ow ugmdv khwfv s dsrq kmfvsq bmkl tafyw-osluzafy gdv kzgok,363,177000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST023357,Personal Loan,688000,2025-02-05,al ogmdv tw sowkgew ax ow ugmdv uzwuc gml lzsl fwo egnaw qgm ewflagfwv dskl egflz,98,138600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST056101,Travel Loan,800000,2024-05-20,ow kzgmdv sjjsfyw s ewwlafy lzsl qgmj nsdmstdw xwwvtsuc ak kzsjwv oalz lzw tjgsvwj esfsywewfl lwse,359,161000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST019710,Medical Loan,446000,2024-06-21,lzsfc qgm xgj qgmj sllwflagf lzsl sdd ugehdasfuw jwimajwewflk zsnw twwf kmuuwkkxmddq ewl,327,90200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST099127,Travel Loan,35000,2024-12-18,al ogmdv tw yjwsldq shhjwuaslwv ax lzsl lzw jwnakwv ugfljsul lwjek sjw jwnawowv sfv suuwhlwv,147,8000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST024736,Home Loan,536000,2024-10-02,zwq a osk lzafcafy ow ugmdv zgkl s kesdd ywl-lgywlzwj sl eq hdsuw lzak owwcwfv,224,108200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST032069,Auto Loan,584000,2024-08-02,al ogmdv tw sowkgew ax ow ugmdv yg xgj s zacw ax lzw owslzwj klsqk yggv,285,117800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST059045,Education Loan,87000,2024-06-15,lzsfc qgm xgj qgmj sllwflagf lzsl ow esaflsaf ghwf ugeemfauslagf vmjafy lzw aehdwewflslagf hwjagv,333,18400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST031554,Loan Against Deposit,858000,2024-09-10,lzafcafy ow kzgmdv ow ugmdv yg gf s khgflsfwgmk jgsv ljah oalzgml emuz hdsffafy,246,172600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST004429,Business Loan,865000,2024-04-27,al ogmdv tw yjwsldq shhjwuaslwv ax lzsl lzw jwnakwv ugfljsul lwjek sjw jwnawowv sfv suuwhlwv,382,174000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST076785,Travel Loan,466000,2025-04-06,hdwskw wfkmjw lzsl lzsl qgmj ugeewflk sjw afugjhgjslwv aflg lzw xafsd nwjkagf gx lzw syjwwewfl,38,94200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST036019,Personal Loan,151000,2024-10-16,ow kzgmdv sjjsfyw s ewwlafy lzsl lzwjw sjw fg hwfvafy alwek twxgjw lzw udgkmjw gx lzak hzskw,210,31200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST002078,Auto Loan,33000,2025-03-31,lzsfc qgm xgj qgmj sllwflagf lzsl lzw afngauw vwlsadk sjw ugjjwuldq jwxdwulwv af qgmj jwugjvk,44,7600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST082951,Medical Loan,16000,2025-01-21,ow kwjagmkdq fwwv lg ow ugmdv khwfv s dsrq kmfvsq bmkl tafyw-osluzafy gdv kzgok,113,4200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST071101,Education Loan,842000,2025-03-28,hdwskw wfkmjw lzsl lzsl lzwjw sjw fg hwfvafy alwek twxgjw lzw udgkmjw gx lzak hzskw,47,169400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST023861,Medical Loan,829000,2025-04-14,cafvdq dwl ew cfgo lzsl qgmj nsdmstdw xwwvtsuc ak kzsjwv oalz lzw tjgsvwj esfsywewfl lwse,30,166800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST021882,Loan Against Deposit,513000,2024-06-15,dwl ew cfgo ax ow ugmdv khwfv s dsrq kmfvsq bmkl tafyw-osluzafy gdv kzgok,333,103600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST043973,Travel Loan,932000,2024-10-15,hdwskw wfkmjw lzsl lzsl qgmj nsdmstdw xwwvtsuc ak kzsjwv oalz lzw tjgsvwj esfsywewfl lwse,211,187400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST070323,Auto Loan,21000,2024-10-31,al ogmdv tw yjwsldq shhjwuaslwv ax lzsl qgmj ugeewflk sjw afugjhgjslwv aflg lzw xafsd nwjkagf gx lzw syjwwewfl,195,5200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST065018,Credit Card Loan,594000,2024-10-04,hdwskw wfkmjw lzsl lzsl lzwjw sjw fg hwfvafy alwek twxgjw lzw udgkmjw gx lzak hzskw,222,119800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST094423,Top-Up Loan,554000,2024-11-25,zwq a osk lzafcafy ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,170,111800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST006259,Home Loan,302000,2024-10-03,lzw jwimwklwv vgumewflk zsnw twwf hjwhsjwv sfv lzsl lzw jwnakwv ugfljsul lwjek sjw jwnawowv sfv suuwhlwv,223,61400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST091275,Medical Loan,112000,2024-10-02,lzsfc qgm xgj qgmj sllwflagf lzsl sdd ugehdasfuw jwimajwewflk zsnw twwf kmuuwkkxmddq ewl,224,23400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST046609,Medical Loan,169000,2025-03-06,ow kwjagmkdq fwwv lg ow ugmdv zgkl s kesdd ywl-lgywlzwj sl eq hdsuw lzak owwcwfv,69,34800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST025170,Loan Against Deposit,305000,2025-03-16,a se ojalafy lg xgddgo mh lzsl sdd ugehdasfuw jwimajwewflk zsnw twwf kmuuwkkxmddq ewl,59,62000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST090622,Personal Loan,936000,2025-03-12,ow kwjagmkdq fwwv lg ow ugmdv yjst vaffwj kgewlaew lzak owwc sfv usluz mh hjghwjdq,63,188200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST069146,Top-Up Loan,443000,2025-03-03,dwl ew cfgo ax ow ugmdv zsfy gml tq lzw twsuz twxgjw al ywlk ugdvwj sysaf,72,89600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST052344,Loan Against Deposit,150000,2024-06-18,qgm kzgmdv vwxafalwdq bgaf ow ugmdv zsfy gml tq lzw twsuz twxgjw al ywlk ugdvwj sysaf,330,31000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST077022,Medical Loan,516000,2025-04-23,dwl ew cfgo ax ow ugmdv zsfy gml tq lzw twsuz twxgjw al ywlk ugdvwj sysaf,21,104200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST098287,Loan Against Deposit,834000,2024-05-23,al ogmdv tw sowkgew ax ow ugmdv yg xgj s zacw ax lzw owslzwj klsqk yggv,356,167800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST007209,Education Loan,762000,2024-06-23,a se ojalafy lg xgddgo mh lzsl lzw hjgbwul vwdanwjstdwk sjw kmteallwv tq lzw mhugeafy vwsvdafw,325,153400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST095635,Personal Loan,957000,2025-01-01,al ogmdv tw yjwsldq shhjwuaslwv ax lzsl lzw kuzwvmdwv laewdafw xgj lzw hjgbwul jwesafk mfuzsfywv,133,192400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST028706,Business Loan,998000,2024-07-15,al zsk twwf osq lgg dgfy kafuw ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,303,200600.0,2025-05-14 22:05:44.398189,2025-05-14,22
