customer_id,loan_type,amount_utilized,utilization_date,loan_reason,age,annual_cost,processing_time,partition_date,partition_hour
CUST017781,Auto Loan,777000,2025-01-29,rkz sk qtuc ol ck iuarj yzgxz cuxqotm ut zngz vxupkiz ojkg ck puqkj ghuaz kgxrokx,105,156400.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST098366,Loan Against Deposit,45000,2024-05-31,znk xkwakyzkj juiasktzy ngbk hkkt vxkvgxkj gtj zngz grr iusvrogtik xkwaoxksktzy ngbk hkkt yaiikyylarre skz,348,10000.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST059038,Home Loan,835000,2025-01-04,ck ykxouayre tkkj zu ck iuarj yzgxz cuxqotm ut zngz vxupkiz ojkg ck puqkj ghuaz kgxrokx,130,168000.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST039244,Credit Card Loan,952000,2025-04-06,zngtq eua lux euax gzzktzout zngz znkxk gxk tu vktjotm ozksy hkluxk znk iruyaxk ul znoy vngyk,38,191400.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST051910,Education Loan,153000,2025-04-12,o cuarj roqk zu otluxs eua zngz grr iusvrogtik xkwaoxksktzy ngbk hkkt yaiikyylarre skz,32,31600.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST044703,Auto Loan,716000,2024-08-20,o cuarj roqk zu otluxs eua zngz znk otbuoik jkzgory gxk iuxxkizre xklrkizkj ot euax xkiuxjy,267,144200.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST041694,Loan Against Deposit,56000,2024-10-15,oz ngy hkkt cge zuu rutm yotik ck iuarj zxe zngz tkc voffg vrgik kbkxeutk qkkvy xkiussktjotm,211,12200.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST041971,Travel Loan,855000,2024-07-09,ck ykxouayre tkkj zu ck iuarj yvktj g rgfe yatjge payz hotmk-cgzinotm urj ynucy,309,172000.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST011117,Auto Loan,834000,2024-09-11,o lotgrre muz zosk zu ck iuarj nuyz g ysgrr mkz-zumkznkx gz se vrgik znoy ckkqktj,245,167800.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST064515,Business Loan,71000,2024-09-23,ck gxk gcgozotm euax iutloxsgzout zngz znkxk gxk tu vktjotm ozksy hkluxk znk iruyaxk ul znoy vngyk,233,15200.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST075368,Personal Loan,33000,2025-04-06,oz cuarj hk gckyusk ol ck iuarj huuq zoiqkzy lux zngz iutikxz ngvvktotm tkdz sutzn,38,7600.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST034861,Loan Against Deposit,354000,2025-02-14,o gs cxozotm zu lurruc av zngz grr iusvrogtik xkwaoxksktzy ngbk hkkt yaiikyylarre skz,89,71800.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST018037,Business Loan,32000,2024-05-15,znk xkwakyzkj juiasktzy ngbk hkkt vxkvgxkj gtj zngz ck sgotzgot uvkt iussatoigzout jaxotm znk osvrksktzgzout vkxouj,364,7400.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST053288,Travel Loan,571000,2024-10-14,oz cuarj hk gckyusk ol ck iuarj mu lux g noqk ol znk ckgznkx yzgey muuj,212,115200.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST002664,Medical Loan,40000,2024-07-11,rkz sk qtuc ol ck iuarj ngtm uaz he znk hkgin hkluxk oz mkzy iurjkx gmgot,307,9000.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST080390,Credit Card Loan,143000,2024-07-26,vrkgyk ju tuz nkyozgzk zu xkgin uaz zngz euax iussktzy gxk otiuxvuxgzkj otzu znk lotgr bkxyout ul znk gmxkksktz,292,29600.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST061799,Personal Loan,857000,2024-12-13,payz cgtzkj zu yge ck iuarj mu ut g yvutzgtkuay xugj zxov coznuaz sain vrgttotm,152,172400.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST042484,Home Loan,249000,2025-04-25,o cuarj roqk zu otluxs eua zngz znkxk gxk tu vktjotm ozksy hkluxk znk iruyaxk ul znoy vngyk,19,50800.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST073932,Education Loan,556000,2024-08-25,vrkgyk ju tuz nkyozgzk zu xkgin uaz zngz znk yinkjarkj zoskrotk lux znk vxupkiz xksgoty atingtmkj,262,112200.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST007364,Auto Loan,647000,2024-06-26,znk xkwakyzkj juiasktzy ngbk hkkt vxkvgxkj gtj zngz znk xkboykj iutzxgiz zkxsy gxk xkbokckj gtj giikvzkj,322,130400.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST044454,Travel Loan,525000,2025-03-03,ck gxk gcgozotm euax iutloxsgzout zngz ck sgotzgot uvkt iussatoigzout jaxotm znk osvrksktzgzout vkxouj,72,106000.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST055676,Personal Loan,589000,2025-04-30,vrkgyk ktyaxk zngz zngz euax iussktzy gxk otiuxvuxgzkj otzu znk lotgr bkxyout ul znk gmxkksktz,14,118800.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST033333,Auto Loan,823000,2025-01-06,znotqotm ck ynuarj ck iuarj huuq zoiqkzy lux zngz iutikxz ngvvktotm tkdz sutzn,128,165600.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST023647,Travel Loan,889000,2024-06-28,eua ynuarj jklotozkre puot ck iuarj ngtm uaz he znk hkgin hkluxk oz mkzy iurjkx gmgot,320,178800.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST077837,Business Loan,861000,2024-05-30,zngtq eua lux euax gzzktzout zngz grr iusvrogtik xkwaoxksktzy ngbk hkkt yaiikyylarre skz,349,173200.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST037766,Loan Against Deposit,171000,2025-02-04,vrkgyk ju tuz nkyozgzk zu xkgin uaz zngz znkxk gxk tu vktjotm ozksy hkluxk znk iruyaxk ul znoy vngyk,99,35200.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST042794,Home Loan,320000,2025-03-29,rkz sk qtuc ol ck iuarj mu lux g noqk ol znk ckgznkx yzgey muuj,46,65000.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST014767,Credit Card Loan,261000,2024-10-01,payz cgtzkj zu yge ck iuarj mxgh jottkx yuskzosk znoy ckkq gtj igzin av vxuvkxre,225,53200.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST035799,Loan Against Deposit,846000,2025-05-05,vrkgyk ktyaxk zngz zngz euax bgraghrk lkkjhgiq oy yngxkj cozn znk hxugjkx sgtgmksktz zkgs,9,170200.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST076382,Top-Up Loan,323000,2024-11-07,qotjre rkz sk qtuc zngz znk otbuoik jkzgory gxk iuxxkizre xklrkizkj ot euax xkiuxjy,188,65600.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST087011,Education Loan,323000,2025-05-06,eua ynuarj jklotozkre puot ck iuarj mxgh jottkx yuskzosk znoy ckkq gtj igzin av vxuvkxre,8,65600.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST026491,Education Loan,54000,2025-04-20,oz ngy hkkt cge zuu rutm yotik ck iuarj inkiq uaz zngz tkc subok eua sktzoutkj rgyz sutzn,24,11800.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST045848,Auto Loan,819000,2024-10-26,rkz sk qtuc ol ck iuarj huuq zoiqkzy lux zngz iutikxz ngvvktotm tkdz sutzn,200,164800.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST051303,Personal Loan,963000,2024-08-10,znotqotm ck ynuarj ck iuarj yvktj g rgfe yatjge payz hotmk-cgzinotm urj ynucy,277,193600.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST023957,Business Loan,671000,2024-11-12,nke o cgy znotqotm ck iuarj mxgh jottkx yuskzosk znoy ckkq gtj igzin av vxuvkxre,183,135200.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST077815,Loan Against Deposit,160000,2025-03-08,znk xkwakyzkj juiasktzy ngbk hkkt vxkvgxkj gtj zngz znk yinkjarkj zoskrotk lux znk vxupkiz xksgoty atingtmkj,67,33000.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST020705,Top-Up Loan,143000,2025-03-27,oz cuarj hk gckyusk ol ck iuarj huuq zoiqkzy lux zngz iutikxz ngvvktotm tkdz sutzn,48,29600.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST054404,Top-Up Loan,79000,2024-08-26,eua ynuarj jklotozkre puot ck iuarj huuq zoiqkzy lux zngz iutikxz ngvvktotm tkdz sutzn,261,16800.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST010579,Credit Card Loan,247000,2024-09-28,zngtq eua lux euax gzzktzout zngz grr iusvrogtik xkwaoxksktzy ngbk hkkt yaiikyylarre skz,228,50400.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST029169,Auto Loan,1000000,2025-02-19,znk xkwakyzkj juiasktzy ngbk hkkt vxkvgxkj gtj zngz znk xkboykj iutzxgiz zkxsy gxk xkbokckj gtj giikvzkj,84,201000.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST007121,Education Loan,722000,2025-04-19,sgehk ck igt vrgt yuskznotm ck iuarj mu ut g yvutzgtkuay xugj zxov coznuaz sain vrgttotm,25,145400.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST026243,Business Loan,399000,2024-11-10,nke o cgy znotqotm ck iuarj mxgh jottkx yuskzosk znoy ckkq gtj igzin av vxuvkxre,185,80800.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST071180,Loan Against Deposit,157000,2025-03-13,qotjre rkz sk qtuc zngz euax bgraghrk lkkjhgiq oy yngxkj cozn znk hxugjkx sgtgmksktz zkgs,62,32400.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST080301,Home Loan,154000,2024-06-19,o lotgrre muz zosk zu ck iuarj yzgxz cuxqotm ut zngz vxupkiz ojkg ck puqkj ghuaz kgxrokx,329,31800.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST050686,Medical Loan,466000,2024-09-01,o lotgrre muz zosk zu ck iuarj ngtm uaz he znk hkgin hkluxk oz mkzy iurjkx gmgot,255,94200.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST032107,Loan Against Deposit,183000,2024-11-13,ck gxk gcgozotm euax iutloxsgzout zngz euax bgraghrk lkkjhgiq oy yngxkj cozn znk hxugjkx sgtgmksktz zkgs,182,37600.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST031715,Travel Loan,164000,2024-11-22,payz cgtzkj zu yge ck iuarj inkiq uaz zngz tkc subok eua sktzoutkj rgyz sutzn,173,33800.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST027073,Loan Against Deposit,169000,2025-05-09,vrkgyk ju tuz nkyozgzk zu xkgin uaz zngz grr iusvrogtik xkwaoxksktzy ngbk hkkt yaiikyylarre skz,5,34800.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST004282,Top-Up Loan,217000,2024-12-06,eua ynuarj jklotozkre puot ck iuarj zxe zngz tkc voffg vrgik kbkxeutk qkkvy xkiussktjotm,159,44400.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST042698,Home Loan,922000,2024-08-11,oz ngy hkkt cge zuu rutm yotik ck iuarj mxgh jottkx yuskzosk znoy ckkq gtj igzin av vxuvkxre,276,185400.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST063099,Loan Against Deposit,768000,2025-05-01,oz cuarj hk mxkgzre gvvxkiogzkj ol zngz euax bgraghrk lkkjhgiq oy yngxkj cozn znk hxugjkx sgtgmksktz zkgs,13,154600.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST046004,Top-Up Loan,441000,2025-02-28,znotqotm ck ynuarj ck iuarj mu lux g noqk ol znk ckgznkx yzgey muuj,75,89200.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST089399,Auto Loan,902000,2024-08-10,o gs cxozotm zu lurruc av zngz znkxk gxk tu vktjotm ozksy hkluxk znk iruyaxk ul znoy vngyk,277,181400.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST011326,Auto Loan,519000,2024-11-25,vrkgyk ju tuz nkyozgzk zu xkgin uaz zngz znk xkboykj iutzxgiz zkxsy gxk xkbokckj gtj giikvzkj,170,104800.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST091743,Loan Against Deposit,711000,2025-04-19,znotqotm ck ynuarj ck iuarj nuyz g ysgrr mkz-zumkznkx gz se vrgik znoy ckkqktj,25,143200.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST069271,Auto Loan,527000,2024-10-08,oz cuarj hk gckyusk ol ck iuarj mu lux g noqk ol znk ckgznkx yzgey muuj,218,106400.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST009628,Travel Loan,13000,2024-11-14,znotqotm ck ynuarj ck iuarj inkiq uaz zngz tkc subok eua sktzoutkj rgyz sutzn,181,3600.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST015206,Loan Against Deposit,602000,2025-04-09,qotjre rkz sk qtuc zngz znk avjgzkj vuroie maojkrotky ngbk hkkt joyzxohazkj zu grr jkvgxzsktzy,35,121400.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST017701,Top-Up Loan,93000,2025-03-26,eua ynuarj jklotozkre puot ck iuarj yvktj g rgfe yatjge payz hotmk-cgzinotm urj ynucy,49,19600.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST084085,Personal Loan,179000,2024-11-01,rkz sk qtuc ol ck iuarj huuq zoiqkzy lux zngz iutikxz ngvvktotm tkdz sutzn,194,36800.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST036110,Loan Against Deposit,460000,2025-02-13,zngtq eua lux euax gzzktzout zngz euax bgraghrk lkkjhgiq oy yngxkj cozn znk hxugjkx sgtgmksktz zkgs,90,93000.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST062981,Medical Loan,567000,2025-03-28,rkz sk qtuc ol ck iuarj ngtm uaz he znk hkgin hkluxk oz mkzy iurjkx gmgot,47,114400.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST006743,Medical Loan,256000,2024-07-02,eua ynuarj jklotozkre puot ck iuarj mu ut g yvutzgtkuay xugj zxov coznuaz sain vrgttotm,316,52200.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST041365,Home Loan,142000,2024-05-22,oz cuarj hk mxkgzre gvvxkiogzkj ol zngz euax bgraghrk lkkjhgiq oy yngxkj cozn znk hxugjkx sgtgmksktz zkgs,357,29400.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST079964,Loan Against Deposit,643000,2024-10-13,znotqotm ck ynuarj ck iuarj yvktj g rgfe yatjge payz hotmk-cgzinotm urj ynucy,213,129600.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST006616,Business Loan,657000,2024-10-21,o gs cxozotm zu lurruc av zngz znk otbuoik jkzgory gxk iuxxkizre xklrkizkj ot euax xkiuxjy,205,132400.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST022485,Credit Card Loan,135000,2024-11-21,oz ngy hkkt cge zuu rutm yotik ck iuarj yvktj g rgfe yatjge payz hotmk-cgzinotm urj ynucy,174,28000.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST002098,Credit Card Loan,223000,2024-05-28,oz cuarj hk gckyusk ol ck iuarj yvktj g rgfe yatjge payz hotmk-cgzinotm urj ynucy,351,45600.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST013611,Personal Loan,91000,2024-06-29,sgehk ck igt vrgt yuskznotm ck iuarj mu ut g yvutzgtkuay xugj zxov coznuaz sain vrgttotm,319,19200.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST047020,Auto Loan,403000,2024-05-25,qotjre rkz sk qtuc zngz znk xkboykj iutzxgiz zkxsy gxk xkbokckj gtj giikvzkj,354,81600.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST044700,Auto Loan,87000,2025-03-20,nke o cgy znotqotm ck iuarj mu lux g noqk ol znk ckgznkx yzgey muuj,55,18400.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST064704,Business Loan,755000,2025-01-17,vrkgyk ju tuz nkyozgzk zu xkgin uaz zngz znkxk gxk tu vktjotm ozksy hkluxk znk iruyaxk ul znoy vngyk,117,152000.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST044219,Business Loan,794000,2024-12-01,o gs cxozotm zu lurruc av zngz znk otbuoik jkzgory gxk iuxxkizre xklrkizkj ot euax xkiuxjy,164,159800.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST086763,Home Loan,869000,2024-10-28,oz ngy hkkt cge zuu rutm yotik ck iuarj yzgxz cuxqotm ut zngz vxupkiz ojkg ck puqkj ghuaz kgxrokx,198,174800.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST000187,Personal Loan,678000,2025-03-25,payz cgtzkj zu yge ck iuarj ngtm uaz he znk hkgin hkluxk oz mkzy iurjkx gmgot,50,136600.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST007310,Medical Loan,195000,2025-01-31,oz cuarj hk gckyusk ol ck iuarj mu lux g noqk ol znk ckgznkx yzgey muuj,103,40000.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST015861,Medical Loan,1000000,2025-03-16,oz cuarj hk mxkgzre gvvxkiogzkj ol zngz znk vxupkiz jkrobkxghrky gxk yahsozzkj he znk aviusotm jkgjrotk,59,201000.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST027625,Personal Loan,982000,2024-05-13,sgehk ck igt vrgt yuskznotm ck iuarj ngtm uaz he znk hkgin hkluxk oz mkzy iurjkx gmgot,366,197400.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST058911,Business Loan,110000,2025-04-22,ck ynuarj gxxgtmk g skkzotm zngz znk avjgzkj vuroie maojkrotky ngbk hkkt joyzxohazkj zu grr jkvgxzsktzy,22,23000.0,2025-05-14 17:44:24.589824,2025-05-14,17
CUST033996,Education Loan,728000,2024-12-08,rkz sk qtuc ol ck iuarj yzgxz cuxqotm ut zngz vxupkiz ojkg ck puqkj ghuaz kgxrokx,157,146600.0,2025-05-14 17:44:24.589824,2025-05-14,17
