ticket_id,customer_id,complaint_category,complaint_date,severity,age,processing_time,partition_date,partition_hour
TICKET000051,CUST078819,Account Locked,2024-05-31,9,348,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000052,CUST006173,ATM Withdrawal Failed,2025-01-08,5,126,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000053,CUST073493,Unauthorized Transaction,2024-08-24,6,263,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000054,CUST061548,ATM Withdrawal Failed,2025-02-03,0,100,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000055,CUST091421,Unauthorized Transaction,2024-08-28,4,259,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000056,CUST074009,KYC Verification Delay,2025-04-13,5,31,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000057,CUST009623,Loan Application Rejected,2025-03-16,10,59,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000058,CUST064471,Poor Customer Service,2024-05-13,9,366,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000059,CUST002678,Card Not Working,2025-02-06,9,97,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000060,CUST082366,Unauthorized Transaction,2025-01-04,1,130,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000061,CUST030963,Card Not Working,2025-03-12,10,63,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000062,CUST006565,Poor Customer Service,2025-01-16,10,118,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000063,CUST039084,KYC Verification Delay,2024-12-10,1,155,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000064,CUST032161,Mobile App Issues,2024-07-09,0,309,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000065,CUST075014,KYC Verification Delay,2024-07-01,8,317,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000066,CUST077115,Incorrect Charges,2025-01-24,2,110,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000067,CUST083617,Poor Customer Service,2025-02-09,8,94,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000068,CUST033822,Unauthorized Transaction,2025-01-17,8,117,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000069,CUST077989,Delayed Refund,2025-02-09,8,94,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000070,CUST043287,Incorrect Charges,2025-02-26,6,77,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000071,CUST046021,Delayed Refund,2024-08-19,8,268,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000072,CUST096613,Mobile App Issues,2025-02-16,3,87,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000073,CUST067352,Card Not Working,2024-10-01,3,225,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000074,CUST022756,Loan Application Rejected,2024-06-18,8,330,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000075,CUST003502,Loan Application Rejected,2024-08-29,7,258,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000076,CUST087152,ATM Withdrawal Failed,2024-07-27,10,291,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000077,CUST072757,ATM Withdrawal Failed,2024-09-14,2,242,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000078,CUST098661,Delayed Refund,2024-08-10,4,277,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000079,CUST010416,Poor Customer Service,2025-05-03,1,11,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000080,CUST081489,Unauthorized Transaction,2025-03-19,5,56,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000081,CUST091727,Card Not Working,2025-01-14,0,120,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000082,CUST003813,Incorrect Charges,2024-12-10,3,155,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000083,CUST058028,Delayed Refund,2024-10-04,1,222,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000084,CUST073387,Account Locked,2024-11-30,4,165,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000085,CUST024507,Account Locked,2025-03-12,9,63,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000086,CUST070341,Poor Customer Service,2024-05-15,4,364,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000087,CUST076074,Card Not Working,2024-09-06,10,250,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000088,CUST026776,Incorrect Charges,2024-07-07,10,311,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000089,CUST046887,Incorrect Charges,2024-10-16,0,210,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000090,CUST043596,Card Not Working,2025-01-21,3,113,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000091,CUST072104,Account Locked,2025-03-11,5,64,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000092,CUST032896,ATM Withdrawal Failed,2024-08-25,4,262,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000093,CUST095546,KYC Verification Delay,2025-01-01,9,133,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000094,CUST074045,KYC Verification Delay,2025-03-31,4,44,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000095,CUST081418,Unauthorized Transaction,2024-09-29,1,227,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000096,CUST054317,Poor Customer Service,2024-06-22,3,326,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000097,CUST051547,Card Not Working,2024-07-11,4,307,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000098,CUST024543,Loan Application Rejected,2024-06-13,3,335,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000099,CUST004395,Card Not Working,2025-03-24,3,51,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000100,CUST075864,Account Locked,2024-05-29,4,350,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000101,CUST081423,Incorrect Charges,2024-06-14,6,334,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000102,CUST009012,Poor Customer Service,2025-02-02,9,101,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000103,CUST000239,ATM Withdrawal Failed,2025-02-22,10,81,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000104,CUST021946,KYC Verification Delay,2025-02-25,5,78,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000105,CUST015985,Incorrect Charges,2024-07-12,6,306,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000106,CUST094533,Mobile App Issues,2024-07-17,3,301,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000107,CUST014262,Delayed Refund,2024-06-08,9,340,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000108,CUST002090,Card Not Working,2024-11-12,8,183,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000109,CUST007041,Delayed Refund,2024-05-28,6,351,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000110,CUST092107,Poor Customer Service,2024-11-15,4,180,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000111,CUST063286,Poor Customer Service,2025-03-08,2,67,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000112,CUST090088,Account Locked,2024-05-20,9,359,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000113,CUST066824,Unauthorized Transaction,2024-08-05,2,282,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000114,CUST077219,Card Not Working,2025-02-27,1,76,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000115,CUST043071,Poor Customer Service,2025-03-13,9,62,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000116,CUST074705,Card Not Working,2024-09-11,2,245,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000117,CUST024480,Delayed Refund,2024-09-19,5,237,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000118,CUST028334,Delayed Refund,2024-10-03,7,223,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000119,CUST051829,Incorrect Charges,2024-12-01,9,164,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000120,CUST030860,Delayed Refund,2024-06-03,9,345,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000121,CUST058478,Unauthorized Transaction,2024-08-20,7,267,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000122,CUST012617,ATM Withdrawal Failed,2024-12-23,8,142,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000123,CUST085049,ATM Withdrawal Failed,2025-02-20,8,83,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000124,CUST088844,Incorrect Charges,2025-01-30,6,104,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000125,CUST044597,Poor Customer Service,2024-09-21,4,235,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000126,CUST040894,Incorrect Charges,2024-10-13,2,213,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000127,CUST007996,Incorrect Charges,2025-05-07,7,7,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000128,CUST009964,Unauthorized Transaction,2024-06-09,2,339,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000129,CUST049455,ATM Withdrawal Failed,2024-08-22,7,265,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000130,CUST000710,Unauthorized Transaction,2025-03-27,4,48,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000131,CUST058606,KYC Verification Delay,2024-10-16,9,210,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000132,CUST074171,Card Not Working,2024-11-28,8,167,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000133,CUST084907,Delayed Refund,2024-10-15,6,211,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000134,CUST094459,Mobile App Issues,2024-09-26,7,230,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000135,CUST010804,ATM Withdrawal Failed,2024-09-11,4,245,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000136,CUST053342,Mobile App Issues,2024-12-05,8,160,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000137,CUST080231,Loan Application Rejected,2024-07-29,10,289,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000138,CUST018870,Poor Customer Service,2024-11-04,9,191,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000139,CUST002841,Poor Customer Service,2025-02-11,3,92,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000140,CUST067416,Poor Customer Service,2024-06-24,10,324,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000141,CUST032794,ATM Withdrawal Failed,2024-09-05,7,251,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000142,CUST071558,Account Locked,2025-03-29,4,46,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000143,CUST028279,Delayed Refund,2025-02-27,7,76,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000144,CUST092893,Mobile App Issues,2025-04-06,4,38,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000145,CUST017617,Card Not Working,2024-10-20,4,206,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000146,CUST018936,ATM Withdrawal Failed,2024-10-28,8,198,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000147,CUST012467,Poor Customer Service,2025-01-16,5,118,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000148,CUST009092,Delayed Refund,2025-03-12,0,63,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000149,CUST033201,ATM Withdrawal Failed,2024-06-02,6,346,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000150,CUST083333,Unauthorized Transaction,2024-06-11,5,337,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000151,CUST069604,Delayed Refund,2024-07-06,6,312,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000152,CUST093846,Unauthorized Transaction,2024-11-26,8,169,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000153,CUST029325,Delayed Refund,2024-12-09,1,156,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000154,CUST039165,Account Locked,2024-09-27,3,229,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000155,CUST038203,Delayed Refund,2024-06-14,0,334,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000156,CUST006634,Unauthorized Transaction,2025-01-06,9,128,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000157,CUST009645,Incorrect Charges,2024-12-07,1,158,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000158,CUST073926,Mobile App Issues,2024-08-19,3,268,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000159,CUST036043,Card Not Working,2025-03-15,10,60,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000160,CUST080953,KYC Verification Delay,2024-09-19,9,237,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000161,CUST085273,Loan Application Rejected,2025-02-23,0,80,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000162,CUST048937,Poor Customer Service,2025-04-08,0,36,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000163,CUST038993,KYC Verification Delay,2025-04-12,4,32,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000164,CUST052789,KYC Verification Delay,2025-03-03,3,72,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000165,CUST074487,Mobile App Issues,2024-12-02,6,163,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000166,CUST079078,Poor Customer Service,2024-12-07,1,158,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000167,CUST043533,Loan Application Rejected,2024-07-15,5,303,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000168,CUST066485,Loan Application Rejected,2025-01-05,3,129,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000169,CUST000115,Unauthorized Transaction,2025-02-13,2,90,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000170,CUST019625,ATM Withdrawal Failed,2024-11-15,8,180,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000171,CUST033266,ATM Withdrawal Failed,2024-09-28,6,228,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000172,CUST030508,Poor Customer Service,2024-10-06,1,220,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000173,CUST093127,Unauthorized Transaction,2025-03-05,0,70,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000174,CUST059725,KYC Verification Delay,2025-05-05,1,9,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000175,CUST051131,Unauthorized Transaction,2024-10-26,9,200,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000176,CUST011419,Mobile App Issues,2024-11-14,1,181,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000177,CUST024740,Delayed Refund,2025-01-25,10,109,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000178,CUST094528,Unauthorized Transaction,2024-09-03,9,253,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000179,CUST004671,Unauthorized Transaction,2024-06-29,1,319,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000180,CUST090854,Card Not Working,2024-12-02,5,163,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000181,CUST027695,Unauthorized Transaction,2025-04-16,3,28,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000182,CUST048669,Loan Application Rejected,2025-01-03,6,131,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000183,CUST067047,KYC Verification Delay,2024-11-22,9,173,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000184,CUST098375,Poor Customer Service,2024-05-24,10,355,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000185,CUST062200,ATM Withdrawal Failed,2025-01-31,9,103,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000186,CUST013347,KYC Verification Delay,2025-04-14,10,30,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000187,CUST009067,Incorrect Charges,2024-08-19,6,268,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000188,CUST080399,ATM Withdrawal Failed,2024-12-31,4,134,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000189,CUST025973,Mobile App Issues,2025-05-05,1,9,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000190,CUST005752,Poor Customer Service,2024-07-28,4,290,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000191,CUST067256,ATM Withdrawal Failed,2024-11-05,2,190,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000192,CUST047732,KYC Verification Delay,2024-07-13,3,305,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000193,CUST037906,KYC Verification Delay,2025-04-08,6,36,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000194,CUST029208,Poor Customer Service,2024-06-27,8,321,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000195,CUST074333,Card Not Working,2024-10-06,5,220,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000196,CUST033023,Mobile App Issues,2024-05-25,0,354,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000197,CUST041674,Delayed Refund,2025-01-06,10,128,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000198,CUST041680,Mobile App Issues,2025-01-08,5,126,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000199,CUST006858,Unauthorized Transaction,2025-03-03,3,72,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000200,CUST030716,Unauthorized Transaction,2024-07-03,0,315,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000201,CUST078198,Unauthorized Transaction,2024-11-24,5,171,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000202,CUST078048,Loan Application Rejected,2025-01-25,8,109,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000203,CUST057384,Unauthorized Transaction,2025-04-08,5,36,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000204,CUST013286,ATM Withdrawal Failed,2024-09-26,6,230,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000205,CUST073310,ATM Withdrawal Failed,2025-05-03,2,11,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000206,CUST054135,ATM Withdrawal Failed,2025-03-06,0,69,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000207,CUST027293,Loan Application Rejected,2024-12-28,9,137,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000208,CUST037834,Poor Customer Service,2025-01-06,7,128,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000209,CUST071070,Card Not Working,2025-02-13,3,90,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000210,CUST093628,Card Not Working,2024-10-17,10,209,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000211,CUST061134,Delayed Refund,2024-06-19,3,329,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000212,CUST063082,Incorrect Charges,2024-08-18,10,269,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000213,CUST008407,Incorrect Charges,2025-02-26,4,77,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000214,CUST077192,Poor Customer Service,2025-02-20,7,83,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000215,CUST080082,Poor Customer Service,2024-12-21,6,144,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000216,CUST016092,Poor Customer Service,2025-02-19,3,84,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000217,CUST060198,Poor Customer Service,2024-10-20,6,206,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000218,CUST024556,ATM Withdrawal Failed,2024-10-06,2,220,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000219,CUST090837,ATM Withdrawal Failed,2025-01-11,5,123,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000220,CUST087476,Mobile App Issues,2024-06-27,5,321,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000221,CUST027941,KYC Verification Delay,2024-12-01,3,164,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000222,CUST096382,Loan Application Rejected,2024-09-25,10,231,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000223,CUST025123,Delayed Refund,2024-09-04,10,252,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000224,CUST017026,Mobile App Issues,2024-08-02,3,285,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000225,CUST052045,Mobile App Issues,2024-07-29,3,289,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000226,CUST082926,Loan Application Rejected,2024-10-26,4,200,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000227,CUST055275,Delayed Refund,2024-10-30,6,196,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000228,CUST091360,Loan Application Rejected,2024-08-03,8,284,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000229,CUST030973,Account Locked,2025-03-07,1,68,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000230,CUST008713,Card Not Working,2024-12-18,6,147,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000231,CUST017853,Poor Customer Service,2024-06-14,6,334,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000232,CUST018643,Mobile App Issues,2025-02-06,1,97,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000233,CUST015956,Loan Application Rejected,2024-09-22,0,234,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000234,CUST048191,Incorrect Charges,2024-05-17,3,362,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000235,CUST089510,Card Not Working,2024-11-01,1,194,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000236,CUST041057,Account Locked,2024-12-10,6,155,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000237,CUST002082,Mobile App Issues,2024-05-29,0,350,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET000238,CUST001477,Unauthorized Transaction,2024-06-18,0,330,2025-05-14 17:43:56.112010,2025-05-14,17
